,id,breed,classification,sex,watch_tv,iq,hours_watched
384,83E6CF,Shetland Sheepdog,Brightest Dogs,Male,No,217,0
385,E046D3,Shetland Sheepdog,Brightest Dogs,Male,Yes,222,158.6475531
386,8C32EA,Shetland Sheepdog,Brightest Dogs,Male,Yes,210,154.3425949
387,0DCF7C,Shetland Sheepdog,Brightest Dogs,Female,Yes,221,154.4671902
388,88E0AE,Shetland Sheepdog,Brightest Dogs,Female,Yes,224,156.1554515
389,D0B6C0,Shetland Sheepdog,Brightest Dogs,Male,Yes,216,147.765443
390,EB3BC2,Shetland Sheepdog,Brightest Dogs,Male,Yes,193,129.9826262
391,439D1A,Labrador Retriever,Brightest Dogs,Female,Yes,200,119.3275833
392,EA4AA9,Labrador Retriever,Brightest Dogs,Female,No,188,0
393,14D96C,Labrador Retriever,Brightest Dogs,Male,Yes,206,149.1433522
394,5FB382,Labrador Retriever,Brightest Dogs,Male,No,196,0
395,64EA76,Labrador Retriever,Brightest Dogs,Male,No,215,0
396,6.30E+213,Labrador Retriever,Brightest Dogs,Male,Yes,195,131.9011524
397,94B2E1,Labrador Retriever,Brightest Dogs,Female,No,204,0
398,DED1DF,Labrador Retriever,Brightest Dogs,Male,No,188,0
399,AC7B29,Labrador Retriever,Brightest Dogs,Male,No,212,0
400,E5465C,Labrador Retriever,Brightest Dogs,Female,No,183,0
401,1A3D9F,Labrador Retriever,Brightest Dogs,Male,Yes,208,137.566233
402,BC7897,Labrador Retriever,Brightest Dogs,Male,Yes,221,137.4642307
403,B8E719,Labrador Retriever,Brightest Dogs,Female,No,200,0
404,667EC3,Labrador Retriever,Brightest Dogs,Male,No,200,0
405,D935EF,Labrador Retriever,Brightest Dogs,Female,No,178,0
406,76CBC0,Labrador Retriever,Brightest Dogs,Female,Yes,232,140.2510725
407,352081,Labrador Retriever,Brightest Dogs,Male,Yes,193,113.2296802
408,ED7574,Labrador Retriever,Brightest Dogs,Male,No,200,0
409,842FEC,Labrador Retriever,Brightest Dogs,Male,No,201,0
410,AB9DB9,Labrador Retriever,Brightest Dogs,Female,Yes,198,128.8076031
411,FD55A8,Labrador Retriever,Brightest Dogs,Female,Yes,177,120.1747692
412,E57EB5,Labrador Retriever,Brightest Dogs,Female,No,187,0
413,5EE4A9,Labrador Retriever,Brightest Dogs,Male,Yes,200,137.2109524
414,6329FD,Labrador Retriever,Brightest Dogs,Female,No,195,0
415,7A7651,Labrador Retriever,Brightest Dogs,Female,No,199,0
416,DF0F1C,Labrador Retriever,Brightest Dogs,Female,Yes,239,147.9004873
417,7E6862,Labrador Retriever,Brightest Dogs,Female,Yes,213,148.3362512
418,7A3792,Labrador Retriever,Brightest Dogs,Male,No,201,0
419,36DF43,Labrador Retriever,Brightest Dogs,Male,Yes,208,143.7491662
420,B47DDA,Labrador Retriever,Brightest Dogs,Female,No,195,0
421,43C98D,Labrador Retriever,Brightest Dogs,Male,No,196,0
422,0E2594,Labrador Retriever,Brightest Dogs,Female,No,196,0
423,08BA87,Labrador Retriever,Brightest Dogs,Male,Yes,199,138.8862579
424,7E7B42,Labrador Retriever,Brightest Dogs,Male,Yes,203,147.5501283
425,3B1254,Labrador Retriever,Brightest Dogs,Male,No,187,0
426,73607C,Labrador Retriever,Brightest Dogs,Female,Yes,216,143.7914026
427,C65E37,Labrador Retriever,Brightest Dogs,Female,No,208,0
428,4E04C1,Labrador Retriever,Brightest Dogs,Female,No,188,0
429,280128,Labrador Retriever,Brightest Dogs,Male,No,198,0
430,219892,Labrador Retriever,Brightest Dogs,Male,No,172,0
431,8EFEF7,Labrador Retriever,Brightest Dogs,Male,No,197,0
432,4AB3A1,Labrador Retriever,Brightest Dogs,Female,No,188,0
433,A0D7B3,Labrador Retriever,Brightest Dogs,Female,No,195,0
434,C844F7,Labrador Retriever,Brightest Dogs,Male,Yes,223,138.7216493
435,B4D463,Labrador Retriever,Brightest Dogs,Female,No,218,0
436,873078,Labrador Retriever,Brightest Dogs,Female,No,200,0
437,11E71F,Labrador Retriever,Brightest Dogs,Male,Yes,185,121.9563046
438,67011C,Labrador Retriever,Brightest Dogs,Male,Yes,191,128.1106187
439,D6BFEC,Labrador Retriever,Brightest Dogs,Male,No,212,0
440,26C69C,Labrador Retriever,Brightest Dogs,Female,Yes,188,121.7399875
441,4379DD,Labrador Retriever,Brightest Dogs,Female,No,206,0
442,9F0AF5,Labrador Retriever,Brightest Dogs,Female,No,199,0
443,4E8364,Labrador Retriever,Brightest Dogs,Female,No,191,0
444,53FB55,Labrador Retriever,Brightest Dogs,Female,Yes,187,136.4535924
445,CECD4D,Labrador Retriever,Brightest Dogs,Female,No,249,0
446,90AD96,Labrador Retriever,Brightest Dogs,Male,Yes,208,140.5185928
447,C1D4E5,Labrador Retriever,Brightest Dogs,Female,Yes,185,116.1528496
448,294115,Labrador Retriever,Brightest Dogs,Female,No,208,0
449,5FD558,Labrador Retriever,Brightest Dogs,Female,Yes,199,140.5679079
450,49AF5F,Papillon,Brightest Dogs,Female,No,218,0
451,CC337F,Papillon,Brightest Dogs,Female,Yes,214,136.9982204
452,23CBAB,Papillon,Brightest Dogs,Female,No,216,0
453,F5C980,Papillon,Brightest Dogs,Female,No,195,0
454,0CB857,Papillon,Brightest Dogs,Male,No,214,0
455,B75AB9,Papillon,Brightest Dogs,Male,Yes,204,151.9030586
456,E22D73,Papillon,Brightest Dogs,Female,Yes,221,140.9796844
457,0A50B3,Papillon,Brightest Dogs,Female,Yes,196,130.7920261
458,4.73E+08,Papillon,Brightest Dogs,Male,Yes,239,140.5311371
459,F95326,Papillon,Brightest Dogs,Male,No,206,0
460,657D82,Papillon,Brightest Dogs,Male,Yes,206,130.8943751
461,E5C5B9,Papillon,Brightest Dogs,Female,No,186,0
462,CE6D3B,Papillon,Brightest Dogs,Male,No,197,0
463,9A8B61,Papillon,Brightest Dogs,Male,No,216,0
464,8FF004,Papillon,Brightest Dogs,Male,Yes,173,109.195049
465,B81CC5,Papillon,Brightest Dogs,Female,Yes,216,148.2410866
466,360BF2,Papillon,Brightest Dogs,Female,No,195,0
467,5A4CE2,Papillon,Brightest Dogs,Female,No,203,0
468,8BE4A4,Papillon,Brightest Dogs,Female,No,189,0
469,C2E10F,Papillon,Brightest Dogs,Female,Yes,220,153.065458
470,17450,Papillon,Brightest Dogs,Female,No,230,0
471,A85235,Papillon,Brightest Dogs,Male,Yes,210,140.7371634
472,A43BD9,Papillon,Brightest Dogs,Male,No,165,0
473,BA5AA2,Papillon,Brightest Dogs,Male,No,201,0
474,C4BA69,Papillon,Brightest Dogs,Male,No,193,0
475,692650,Papillon,Brightest Dogs,Male,Yes,216,154.0902595
476,FC0A4D,Papillon,Brightest Dogs,Female,No,193,0
477,8DBF1C,Papillon,Brightest Dogs,Female,Yes,225,164.8910225
478,085A38,Papillon,Brightest Dogs,Male,No,191,0
479,36A5C5,Papillon,Brightest Dogs,Female,Yes,230,160.094304
480,EAB347,Papillon,Brightest Dogs,Female,No,194,0
481,5894D3,Papillon,Brightest Dogs,Male,Yes,207,133.2270699
482,EDBB88,Papillon,Brightest Dogs,Male,Yes,205,136.3696779
483,FBF0AB,Papillon,Brightest Dogs,Male,Yes,211,154.0731618
484,62A584,Papillon,Brightest Dogs,Male,Yes,226,138.8408375
485,8DBF6A,Papillon,Brightest Dogs,Female,Yes,185,136.2880996
486,F1CB0C,Papillon,Brightest Dogs,Male,Yes,210,140.5353272
487,B394BD,Papillon,Brightest Dogs,Female,Yes,204,136.9491603
488,9DDFA0,Papillon,Brightest Dogs,Male,Yes,216,141.7575611
489,66C524,Papillon,Brightest Dogs,Female,No,210,0
490,06E4BD,Papillon,Brightest Dogs,Female,No,202,0
491,16AEEE,Papillon,Brightest Dogs,Male,No,205,0
492,D28EF4,Papillon,Brightest Dogs,Male,Yes,168,120.3873574
493,72079E,Papillon,Brightest Dogs,Male,No,213,0
494,8D644A,Papillon,Brightest Dogs,Female,Yes,215,135.1914533
495,1DEFA5,Papillon,Brightest Dogs,Male,Yes,213,133.2706196
496,9686C1,Papillon,Brightest Dogs,Female,No,179,0
497,7D2084,Papillon,Brightest Dogs,Male,Yes,196,128.9425199
498,FF9184,Papillon,Brightest Dogs,Female,Yes,182,110.1942202
499,AE9A49,Papillon,Brightest Dogs,Female,Yes,254,161.398836
500,DE8260,Papillon,Brightest Dogs,Female,No,216,0
501,EFC913,Papillon,Brightest Dogs,Male,Yes,191,125.1566191
502,37B3E5,Papillon,Brightest Dogs,Female,Yes,193,131.8954563
503,EA2BCC,Papillon,Brightest Dogs,Female,Yes,234,157.1618665
504,1CD01D,Papillon,Brightest Dogs,Male,Yes,194,138.6135155
505,74232B,Papillon,Brightest Dogs,Female,Yes,212,136.2487394
506,AFA380,Papillon,Brightest Dogs,Female,No,193,0
507,0AF8EE,Papillon,Brightest Dogs,Male,No,187,0
508,65B066,Papillon,Brightest Dogs,Female,No,213,0
509,2DEBB6,Papillon,Brightest Dogs,Male,Yes,214,149.3919224
510,913CD2,Papillon,Brightest Dogs,Female,No,197,0
511,1F7F49,Papillon,Brightest Dogs,Male,No,207,0
512,341B27,Papillon,Brightest Dogs,Male,Yes,209,146.9828031
513,52DCC5,Papillon,Brightest Dogs,Male,Yes,201,142.2178326
514,CCCFA9,Papillon,Brightest Dogs,Female,No,204,0
515,C270D5,Rottweiler,Brightest Dogs,Male,No,184,0
516,7A02AD,Rottweiler,Brightest Dogs,Female,Yes,201,147.2220385
517,F1FF2A,Rottweiler,Brightest Dogs,Female,Yes,203,129.3199409
518,18491A,Rottweiler,Brightest Dogs,Female,Yes,206,143.5604509
519,3664AA,Rottweiler,Brightest Dogs,Male,Yes,201,135.0785111
520,E54EC4,Rottweiler,Brightest Dogs,Male,Yes,200,151.3846706
521,39FF9A,Rottweiler,Brightest Dogs,Female,No,190,0
522,D39575,Rottweiler,Brightest Dogs,Female,No,204,0
523,F8062B,Rottweiler,Brightest Dogs,Male,Yes,201,128.3728029
524,2EBD29,Rottweiler,Brightest Dogs,Male,Yes,227,161.9218308
525,B37B0B,Rottweiler,Brightest Dogs,Female,No,217,0
526,059FFE,Rottweiler,Brightest Dogs,Male,No,168,0
527,5BDC20,Rottweiler,Brightest Dogs,Female,Yes,223,142.4518218
528,47FD68,Rottweiler,Brightest Dogs,Male,No,205,0
529,5FC588,Rottweiler,Brightest Dogs,Male,Yes,182,116.880306
530,C10D99,Rottweiler,Brightest Dogs,Female,Yes,217,146.141461
531,A0C73C,Rottweiler,Brightest Dogs,Male,Yes,209,137.5228507
532,502859,Rottweiler,Brightest Dogs,Male,Yes,197,126.5729622
533,514B33,Rottweiler,Brightest Dogs,Female,Yes,206,136.2509726
534,8195C8,Rottweiler,Brightest Dogs,Female,No,168,0
535,5B93E0,Rottweiler,Brightest Dogs,Female,No,205,0
536,D75D21,Rottweiler,Brightest Dogs,Male,Yes,208,151.0897192
537,D83C22,Rottweiler,Brightest Dogs,Male,Yes,214,171.857619
538,1C20D4,Rottweiler,Brightest Dogs,Male,No,200,0
539,DCB72C,Rottweiler,Brightest Dogs,Male,Yes,200,133.846695
540,19EC2F,Rottweiler,Brightest Dogs,Male,No,187,0
541,76BB13,Rottweiler,Brightest Dogs,Male,Yes,225,151.6742302
542,6881EF,Rottweiler,Brightest Dogs,Male,No,186,0
543,15A18A,Rottweiler,Brightest Dogs,Male,Yes,201,124.4981064
544,BBCF91,Rottweiler,Brightest Dogs,Male,Yes,178,124.9904623
545,FB1331,Rottweiler,Brightest Dogs,Female,Yes,209,137.5601366
546,1EB4D6,Rottweiler,Brightest Dogs,Female,Yes,190,125.0509464
547,0DFDDF,Rottweiler,Brightest Dogs,Female,No,201,0
548,0B13AA,Rottweiler,Brightest Dogs,Male,Yes,199,134.8968541
549,A8D59C,Rottweiler,Brightest Dogs,Male,No,218,0
550,F70B3A,Rottweiler,Brightest Dogs,Female,Yes,187,122.0458978
551,7502D0,Rottweiler,Brightest Dogs,Male,No,185,0
552,608D84,Rottweiler,Brightest Dogs,Female,No,225,0
553,093B12,Rottweiler,Brightest Dogs,Female,No,223,0
554,275682,Rottweiler,Brightest Dogs,Female,Yes,192,129.1205237
555,C554F2,Rottweiler,Brightest Dogs,Male,No,225,0
556,974437,Rottweiler,Brightest Dogs,Male,No,180,0
557,F7F817,Rottweiler,Brightest Dogs,Male,Yes,188,116.569408
558,545B04,Rottweiler,Brightest Dogs,Male,No,212,0
559,BEA593,Rottweiler,Brightest Dogs,Male,Yes,220,139.2128489
560,CCAA37,Rottweiler,Brightest Dogs,Female,Yes,197,141.2987137
561,92A961,Rottweiler,Brightest Dogs,Male,No,169,0
562,9D4052,Rottweiler,Brightest Dogs,Male,No,217,0
563,E4BB73,Rottweiler,Brightest Dogs,Male,No,184,0
564,EB075B,Rottweiler,Brightest Dogs,Female,Yes,183,128.4202392
565,25A0E0,Rottweiler,Brightest Dogs,Female,No,201,0
566,0DE853,Rottweiler,Brightest Dogs,Male,No,211,0
567,450344,Rottweiler,Brightest Dogs,Female,Yes,246,189.9461858
568,590F5C,Rottweiler,Brightest Dogs,Male,No,195,0
569,07B8F3,Rottweiler,Brightest Dogs,Male,Yes,192,127.3728033
570,C1FCE7,Rottweiler,Brightest Dogs,Female,Yes,196,136.2131889
571,104305,Rottweiler,Brightest Dogs,Female,No,197,0
572,60925A,Rottweiler,Brightest Dogs,Male,No,205,0
573,728630,Rottweiler,Brightest Dogs,Male,No,183,0
574,940B55,Rottweiler,Brightest Dogs,Male,Yes,221,149.8232506
575,35F2A2,Rottweiler,Brightest Dogs,Male,Yes,189,136.422369
576,729FBB,Rottweiler,Brightest Dogs,Male,Yes,213,140.0256734
577,B9D408,Rottweiler,Brightest Dogs,Female,Yes,183,124.5736177
578,8D6390,Rottweiler,Brightest Dogs,Male,No,194,0
579,A6147B,Rottweiler,Brightest Dogs,Male,No,184,0
580,9FC53F,Rottweiler,Brightest Dogs,Male,Yes,200,143.4543165
581,002DAB,Rottweiler,Brightest Dogs,Male,No,211,0
582,6ABE76,Rottweiler,Brightest Dogs,Female,Yes,234,156.9882223
583,7DB22A,Rottweiler,Brightest Dogs,Female,Yes,229,167.6155313
584,C29A93,Rottweiler,Brightest Dogs,Female,Yes,213,140.4017671
585,8F083D,Rottweiler,Brightest Dogs,Female,Yes,178,108.3634912
586,8E7AAC,Rottweiler,Brightest Dogs,Male,Yes,214,129.2207523
587,E1F77D,Rottweiler,Brightest Dogs,Female,No,193,0
588,E59FF5,Rottweiler,Brightest Dogs,Female,Yes,217,142.1698371
589,3973A9,Australian Cattle Dog,Brightest Dogs,Male,Yes,191,142.3108351
590,BF36E9,Australian Cattle Dog,Brightest Dogs,Female,Yes,217,142.7742828
591,E3323F,Australian Cattle Dog,Brightest Dogs,Female,No,187,0
592,B761E3,Australian Cattle Dog,Brightest Dogs,Female,Yes,200,129.4725623
593,4F77C9,Australian Cattle Dog,Brightest Dogs,Female,No,211,0
594,234B91,Australian Cattle Dog,Brightest Dogs,Female,Yes,211,143.060855
595,1.24E+05,Australian Cattle Dog,Brightest Dogs,Male,Yes,214,146.7880946
596,1B01C4,Australian Cattle Dog,Brightest Dogs,Male,No,174,0
597,CEF841,Australian Cattle Dog,Brightest Dogs,Female,Yes,197,128.4899694
598,41241E,Australian Cattle Dog,Brightest Dogs,Male,Yes,209,127.7108088
599,FFD9FE,Australian Cattle Dog,Brightest Dogs,Male,No,174,0
600,407AB1,Australian Cattle Dog,Brightest Dogs,Male,No,197,0
601,04CC65,Australian Cattle Dog,Brightest Dogs,Male,No,204,0
602,733849,Australian Cattle Dog,Brightest Dogs,Male,Yes,204,115.817975
603,781B5C,Australian Cattle Dog,Brightest Dogs,Male,No,191,0
604,61A7FD,Australian Cattle Dog,Brightest Dogs,Male,No,174,0
605,A5E476,Australian Cattle Dog,Brightest Dogs,Male,Yes,186,115.2477433
606,FAE7A0,Australian Cattle Dog,Brightest Dogs,Male,Yes,179,105.8711038
607,BB3483,Australian Cattle Dog,Brightest Dogs,Male,No,203,0
608,3BA70E,Australian Cattle Dog,Brightest Dogs,Female,No,196,0
609,025AE5,Australian Cattle Dog,Brightest Dogs,Female,Yes,218,143.9498502
610,B12C8C,Australian Cattle Dog,Brightest Dogs,Female,No,207,0
611,2063A5,Australian Cattle Dog,Brightest Dogs,Female,No,184,0
612,735750,Australian Cattle Dog,Brightest Dogs,Female,Yes,192,128.4720927
613,1B7E88,Australian Cattle Dog,Brightest Dogs,Male,No,174,0
614,E7AF70,Australian Cattle Dog,Brightest Dogs,Male,No,217,0
615,553065,Australian Cattle Dog,Brightest Dogs,Male,No,228,0
616,A92700,Australian Cattle Dog,Brightest Dogs,Female,Yes,214,134.5770249
617,F7A903,Australian Cattle Dog,Brightest Dogs,Male,No,192,0
618,1EE1EC,Australian Cattle Dog,Brightest Dogs,Male,Yes,227,160.6707928
619,BF0AF1,Australian Cattle Dog,Brightest Dogs,Female,Yes,204,134.2228744
620,F44E06,Australian Cattle Dog,Brightest Dogs,Male,Yes,189,117.264103
621,108E8B,Australian Cattle Dog,Brightest Dogs,Male,Yes,234,151.507189
622,9765DA,Australian Cattle Dog,Brightest Dogs,Female,Yes,194,127.9528083
623,DA1142,Australian Cattle Dog,Brightest Dogs,Female,No,184,0
624,2AFDC7,Australian Cattle Dog,Brightest Dogs,Female,No,192,0
625,FBB89D,Australian Cattle Dog,Brightest Dogs,Female,No,198,0
626,DBAF32,Australian Cattle Dog,Brightest Dogs,Male,Yes,200,121.3023429
627,0B366F,Australian Cattle Dog,Brightest Dogs,Female,Yes,202,137.7773069
628,E26894,Australian Cattle Dog,Brightest Dogs,Male,No,177,0
629,B41F89,Australian Cattle Dog,Brightest Dogs,Female,Yes,216,143.0541888
630,61CCC9,Australian Cattle Dog,Brightest Dogs,Male,Yes,235,159.0761012
631,4428C7,Australian Cattle Dog,Brightest Dogs,Female,Yes,230,143.0349861
632,83D05B,Australian Cattle Dog,Brightest Dogs,Female,Yes,212,155.984024
633,218FD8,Australian Cattle Dog,Brightest Dogs,Female,No,199,0
634,87536F,Australian Cattle Dog,Brightest Dogs,Female,No,221,0
635,0E3230,Australian Cattle Dog,Brightest Dogs,Male,No,195,0
636,18555F,Australian Cattle Dog,Brightest Dogs,Female,No,216,0
637,1BACAF,Australian Cattle Dog,Brightest Dogs,Male,Yes,208,139.5024278
638,19729B,Australian Cattle Dog,Brightest Dogs,Male,Yes,220,146.9336232
639,82C174,Australian Cattle Dog,Brightest Dogs,Male,Yes,184,128.7168498
640,879DB6,Australian Cattle Dog,Brightest Dogs,Male,No,194,0
641,A89432,Australian Cattle Dog,Brightest Dogs,Female,No,196,0
642,118730,Australian Cattle Dog,Brightest Dogs,Male,No,192,0
643,9138C8,Australian Cattle Dog,Brightest Dogs,Male,Yes,219,149.5151357
644,1937A1,Australian Cattle Dog,Brightest Dogs,Female,No,208,0
645,06C0ED,Australian Cattle Dog,Brightest Dogs,Female,Yes,187,119.9353383
646,C4DC9A,Australian Cattle Dog,Brightest Dogs,Female,No,185,0
647,DC8E4A,Australian Cattle Dog,Brightest Dogs,Male,Yes,197,135.3925121
648,AB53E8,Australian Cattle Dog,Brightest Dogs,Female,No,184,0
649,A7A3CD,Australian Cattle Dog,Brightest Dogs,Female,No,197,0
650,3D4E01,Australian Cattle Dog,Brightest Dogs,Female,Yes,215,130.7846992
651,A7EE1F,Pembroke Welsh Corgi,Excellent Working Dogs,Male,No,180,0
652,EE6A64,Pembroke Welsh Corgi,Excellent Working Dogs,Male,Yes,174,110.9235067
653,3A4DBA,Pembroke Welsh Corgi,Excellent Working Dogs,Female,Yes,181,133.1740064
654,3E7AC5,Pembroke Welsh Corgi,Excellent Working Dogs,Male,No,173,0
655,F2F6DC,Pembroke Welsh Corgi,Excellent Working Dogs,Female,Yes,165,109.8046188
656,92B4D5,Pembroke Welsh Corgi,Excellent Working Dogs,Female,No,186,0
657,0EC276,Pembroke Welsh Corgi,Excellent Working Dogs,Female,Yes,186,135.2767274
658,5102C7,Pembroke Welsh Corgi,Excellent Working Dogs,Female,Yes,202,126.3401867
659,C12826,Pembroke Welsh Corgi,Excellent Working Dogs,Female,Yes,191,126.5398711
660,810495,Pembroke Welsh Corgi,Excellent Working Dogs,Male,Yes,206,138.34276
661,0E7D0C,Pembroke Welsh Corgi,Excellent Working Dogs,Female,Yes,189,136.1205954
662,A10D68,Pembroke Welsh Corgi,Excellent Working Dogs,Female,Yes,170,106.8776977
663,95C62C,Pembroke Welsh Corgi,Excellent Working Dogs,Male,Yes,182,121.918219
664,1F24EE,Pembroke Welsh Corgi,Excellent Working Dogs,Female,Yes,227,149.9692592
665,DF918B,Pembroke Welsh Corgi,Excellent Working Dogs,Female,No,187,0
666,CB1224,Pembroke Welsh Corgi,Excellent Working Dogs,Male,No,163,0
667,CF0221,Pembroke Welsh Corgi,Excellent Working Dogs,Male,No,181,0
668,1.25E+05,Pembroke Welsh Corgi,Excellent Working Dogs,Male,No,176,0
669,91D1C6,Pembroke Welsh Corgi,Excellent Working Dogs,Female,No,192,0
670,BC431C,Pembroke Welsh Corgi,Excellent Working Dogs,Female,No,182,0
671,A6122A,Pembroke Welsh Corgi,Excellent Working Dogs,Female,No,198,0
672,1D2652,Pembroke Welsh Corgi,Excellent Working Dogs,Male,No,167,0
673,7C5286,Pembroke Welsh Corgi,Excellent Working Dogs,Male,Yes,184,120.003384
674,90CD4F,Pembroke Welsh Corgi,Excellent Working Dogs,Male,No,185,0
675,AC441D,Pembroke Welsh Corgi,Excellent Working Dogs,Male,Yes,186,128.9372226
676,0C2499,Pembroke Welsh Corgi,Excellent Working Dogs,Male,Yes,173,132.0408694
677,5602D9,Pembroke Welsh Corgi,Excellent Working Dogs,Male,Yes,169,104.6832707
678,737967,Pembroke Welsh Corgi,Excellent Working Dogs,Male,Yes,175,107.9958484
679,8C146F,Pembroke Welsh Corgi,Excellent Working Dogs,Male,No,193,0
680,89E5A5,Pembroke Welsh Corgi,Excellent Working Dogs,Male,Yes,172,107.0867593
681,6C5768,Pembroke Welsh Corgi,Excellent Working Dogs,Male,Yes,182,137.7835897
682,14D5C4,Pembroke Welsh Corgi,Excellent Working Dogs,Female,Yes,181,115.9781604
683,E04DB0,Pembroke Welsh Corgi,Excellent Working Dogs,Female,No,161,0
684,DC9DF6,Pembroke Welsh Corgi,Excellent Working Dogs,Male,Yes,165,107.7569888
685,D79A53,Pembroke Welsh Corgi,Excellent Working Dogs,Male,No,184,0
686,DCD04B,Pembroke Welsh Corgi,Excellent Working Dogs,Female,Yes,215,118.6534783
687,AA7B16,Pembroke Welsh Corgi,Excellent Working Dogs,Male,Yes,164,102.3282208
688,10219,Pembroke Welsh Corgi,Excellent Working Dogs,Female,Yes,178,118.9182182
689,457C8A,Pembroke Welsh Corgi,Excellent Working Dogs,Male,Yes,187,118.5382545
690,58B8AA,Pembroke Welsh Corgi,Excellent Working Dogs,Male,Yes,190,120.8239539
691,EBF4C5,Pembroke Welsh Corgi,Excellent Working Dogs,Female,No,188,0
692,F05BEE,Pembroke Welsh Corgi,Excellent Working Dogs,Male,No,158,0
693,1890D7,Pembroke Welsh Corgi,Excellent Working Dogs,Female,Yes,186,129.9605461
694,A866B0,Pembroke Welsh Corgi,Excellent Working Dogs,Male,Yes,188,121.6510067
695,87A84E,Pembroke Welsh Corgi,Excellent Working Dogs,Male,Yes,163,114.3830368
696,C6796F,Pembroke Welsh Corgi,Excellent Working Dogs,Male,No,164,0
697,85CD05,Pembroke Welsh Corgi,Excellent Working Dogs,Female,No,156,0
698,B1CFA9,Pembroke Welsh Corgi,Excellent Working Dogs,Male,No,187,0
699,920344,Pembroke Welsh Corgi,Excellent Working Dogs,Female,Yes,193,131.129069
700,687262,Pembroke Welsh Corgi,Excellent Working Dogs,Female,Yes,223,135.5966162
701,76F70E,Pembroke Welsh Corgi,Excellent Working Dogs,Female,No,171,0
702,6E1F68,Pembroke Welsh Corgi,Excellent Working Dogs,Male,Yes,175,130.6158872
703,2760FC,Pembroke Welsh Corgi,Excellent Working Dogs,Female,Yes,175,126.5199291
704,1B9E8D,Pembroke Welsh Corgi,Excellent Working Dogs,Male,Yes,164,119.9177526
705,EFE24C,Pembroke Welsh Corgi,Excellent Working Dogs,Male,Yes,190,142.3587083
